Time,Run#,Tgin,Hgin,Tgout,Hgout,PH,Tliq,Fliq,CO2in,Co2out,dp,vg,Tliqo,Dustrak,cmd,nc,vol,mass,ambpm,flowrate1,pmmghour,fliqkghour,driftmgkg,type,packing,disb,medium,loading,co2diff
10:04,PC98,18.4,70.8,16.5,92.5,10.48,16.8,80,394,335,15,9.5,16.2,,40.9,4.96e+03(#/cm³),8.83e+08(nm³/cm³),1.06(µg/m³),,0.285,,5760,,pc,cp,dst,taurate,12,59
10:15,PC99,18.4,69.7,16.7,92.9,10.48,16.8,100,395,333,16,9.6,16.3,,46.5,3.05e+03(#/cm³),8.24e+08(nm³/cm³),0.989(µg/m³),,0.288,,7200,,pc,cp,dst,taurate,12,62
10:24,PC100,18.3,69.5,17,93.2,10.48,17.1,120,397,328,16,9.5,16.5,,43.9,4.13e+03(#/cm³),1.10e+09(nm³/cm³),1.32(µg/m³),,0.285,,8640,,pc,cp,dst,taurate,12,69
10:31,PC101,17.9,70.6,16.9,92.7,10.48,17.1,80,393,312,8,5.5,16.5,,53,3.22e+03(#/cm³),1.04e+09(nm³/cm³),1.25(µg/m³),,0.165,,5760,,pc,cp,dst,taurate,12,81
10:40,PC102,18.4,70,16.8,92.9,10.49,17.1,80,400,335,15,8.4,16.5,,45.1,4.17e+03(#/cm³),1.16e+09(nm³/cm³),1.39(µg/m³),,0.252,,5760,,pc,cp,dst,taurate,12,65
10:47,PC103,19.5,67,16.7,92.3,10.49,17.1,80,394,344,30,14.3,16.5,,41.2,4.89e+03(#/cm³),1.07e+09(nm³/cm³),1.29(µg/m³),,0.429,,5760,,pc,cp,dst,taurate,12,50
10:55,PC104,21.4,62.3,16.7,93.4,10.49,17.1,80,389,341,60,18.9,16.7,,45.5,3.17e+03(#/cm³),9.40e+08(nm³/cm³),1.13(µg/m³),,0.567,,5760,,pc,cp,dst,taurate,12,48
11:17,PC105,18.8,68,16.8,93.1,10.47,17.7,10,393,342,15,9.6,16.7,,43.9,3.33e+03(#/cm³),9.42e+08(nm³/cm³),1.13(µg/m³),,0.288,,576,,pci,cp,05on30off,taurate,12,51
11:33,PC106,17.9,72.1,17.1,92.2,10.47,18,10,396,322,15,5.7,16.8,,40.5,4.02e+03(#/cm³),1.13e+09(nm³/cm³),1.36(µg/m³),,0.171,,576,,pci,cp,05on30off,taurate,12,74
11:57,PC107,17.3,78.9,17,92.2,10.45,18.6,3,398,337,15,5.7,16.8,,38,3.72e+03(#/cm³),8.98e+08(nm³/cm³),1.08(µg/m³),,0.171,,216,,pci,cp,02on30off,taurate,12,61
14:08,PC106p,23.9,54.2,19.1,86.5,10.29,18.7,50,391,349,15,9.7,18.1,0.062,46,6.66e+03(#/cm³),4.38e+09(nm³/cm³),5.26(µg/m³),0.008,0.291,64.9512,3600,0.018042,pc,cp,dst,taurate,12,42
14:20,PC107p,23.9,51.4,19.2,88.4,10.29,19,80,395,337,16,9.2,18.4,0.064,49,5.07e+03(#/cm³),4.64e+09(nm³/cm³),5.57(µg/m³),0.008,0.276,63.5904,5760,0.01104,pc,cp,dst,taurate,12,58
9:42,PC108,20,61.4,17.7,90,10.28,17.7,100,400,345,16,9.6,17.1,0.023,32,3.54e+03(#/cm³),9.12e+09(nm³/cm³), 10.9(µg/m³),0.008,0.288,23.8464,7200,0.003312,pc,cp,dst,taurate,18,55
10:00,PC109,20.2,62.8,18,91.1,10.28,18.1,120,422,356,16,9.6,17.5,0.033,37.4,3.08e+04(#/cm³),1.56e+10(nm³/cm³), 18.7(µg/m³),0.008,0.288,34.2144,8640,0.00396,pc,cp,dst,taurate,18,66
10:10,PC110,20,62.3,18.2,90.4,10.28,18.2,80,401,325,8,5.8,17.6,0.023,34.6,3.02e+04(#/cm³),2.62e+10(nm³/cm³), 31.4(µg/m³),0.008,0.174,14.4072,5760,0.00250125,pc,cp,dst,taurate,18,76
10:28,PC111,20.3,62.9,18,90.6,10.28,18.1,80,420,366,16,8.4,17.5,0.017,41.4,4.18e+04(#/cm³),1.01e+10(nm³/cm³), 12.1(µg/m³),0.008,0.252,15.4224,5760,0.0026775,pc,cp,dst,taurate,18,54
10:37,PC112,21.6,59.4,17.8,91,10.28,18.1,80,416,372,28,14.2,17.5,0.03,43.4,3.26e+04(#/cm³),8.60e+09(nm³/cm³), 10.3(µg/m³),0.008,0.426,46.008,5760,0.0079875,pc,cp,dst,taurate,18,44
10:42,PC113,23.5,55.4,17.9,91.6,10.28,18.2,80,423,380,59,18,18.7,0.026,44.4,2.70e+04(#/cm³),8.03e+09(nm³/cm³),9.63(µg/m³),0.008,0.54,50.544,5760,0.008775,pc,cp,dst,taurate,18,43
10:49,PC114,24,52.9,18.2,92.3,10.27,18.5,120,429,378,64,17.9,18,0.031,45,2.24e+04(#/cm³),7.18e+09(nm³/cm³),8.62(µg/m³),0.008,0.537,59.9292,8640,0.00693625,pc,cp,dst,taurate,18,51
11:00,PC115,22.4,53.7,18.5,92.7,10.27,18.6,120,428,372,35,13.7,18,0.034,43.8,2.18e+04(#/cm³),7.38e+09(nm³/cm³),8.85(µg/m³),0.008,0.411,50.3064,8640,0.0058225,pc,cp,dst,taurate,18,56
11:07,PC116,21.2,55.7,18.6,91.9,10.27,18.6,120,420,353,14,8.4,18,0.042,45.4,3.66e+04(#/cm³),1.05e+10(nm³/cm³), 12.6(µg/m³),0.008,0.252,38.1024,8640,0.00441,pc,cp,dst,taurate,18,67
11:18,PC117,20.6,57.2,18.9,90.8,10.26,18.8,120,407,315,9,5.7,18.2,0.054,46.5,3.66e+04(#/cm³),1.09e+10(nm³/cm³), 13.0(µg/m³),0.008,0.171,33.2424,8640,0.0038475,pc,cp,dst,taurate,18,92
,amb,20.6,57.2,18.9,90.8,10.26,18.8,0,407,407,9,5.7,18.2,0.008,40.1,1.63e+03(#/cm³),1.72e+09(nm³/cm³),2.07(µg/m³),0.008,,0,0,#DIV/0!,pc,cp,dst,taurate,18,0
,amb,20.6,57.2,18.9,90.8,10.26,18.8,0,407,407,9,5.7,18.2,0.009,39.9,1.39e+03(#/cm³),1.67e+09(nm³/cm³),2.01(µg/m³),0.008,,0,0,#DIV/0!,pc,cp,dst,taurate,18,0
